registry,image_name,tag,digest,mtype,os,arch,variant,insecure,digest_source,image_type,groups
cp.icr.io,cp/cp4waiops/ai-models-ui,"",sha256:3ddfaf0dc61f114cbfb33882a6d15091aaa5b2c397e09a2ba948e7801646b564,"","","","",0,CASE,"",""
cp.icr.io,cp/cp4waiops/ai-models-ui,"",sha256:811f4f8c49e88106e4daacc17dfbefff768dee408c57345d5b3c53ba7644b283,"","","","",0,CASE,"",""
cp.icr.io,cp/cp4waiops/aiops-base-ui,"",sha256:59fb310a72e35c24a33b8b133ef776542c42eff9e5d38d97ebf07c610d693d45,"","","","",0,CASE,"",""
cp.icr.io,cp/cp4waiops/aiops-base-ui,"",sha256:a2de565535c5c6ff105b29d3f4b8af9be2cc2f537f72ab95eb585d51bfb2548c,"","","","",0,CASE,"",""
cp.icr.io,cp/cp4waiops/aiops-dashboard-api,"",sha256:23474a11edb8f6aedac243830eee72a9e74003917c5875b5e0cee509b66b14e6,"","","","",0,CASE,"",""
cp.icr.io,cp/cp4waiops/aiops-dashboard-api,"",sha256:aa02a4bc3249a63ae208a02a239b5321efeca78acc2ceff7b4e59602a6346a09,"","","","",0,CASE,"",""
cp.icr.io,cp/cp4waiops/aiops-dashboard-ui,"",sha256:7f0ab2ca5102ac7cfd0e606a2dac78bfea5324631777be6ca0fc5fab04a752b6,"","","","",0,CASE,"",""
cp.icr.io,cp/cp4waiops/aiops-dashboard-ui,"",sha256:8d9401300e5579f6c62462764e133bd3441bedc826d251b88f1fbe5cef78233e,"","","","",0,CASE,"",""
cp.icr.io,cp/cp4waiops/common-datarouting,"",sha256:94a1a7b70bb28d84003e0a19af49cc6f37503c2dcd94f15dda8ae7a09cd598d6,"","","","",0,CASE,"",""
cp.icr.io,cp/cp4waiops/common-datarouting,"",sha256:fdcdd25eaffffa8f9216c08bde861fafe687b4782294d94366fe5be5074f84f6,"","","","",0,CASE,"",""
cp.icr.io,cp/cp4waiops/connector-ui,"",sha256:a77778a0efe969c05ddd229f44bb4c9baf2e9edaa02ec7ce537ba8e88af9dcad,"","","","",0,CASE,"",""
cp.icr.io,cp/cp4waiops/connector-ui,"",sha256:ad3371b2a7eeb2c4ac2731ade1060c0cb73f3cd4a85e0fb4ec94bba4b74e4716,"","","","",0,CASE,"",""
cp.icr.io,cp/cp4waiops/ir-ui-api,"",sha256:25e5eaee9e4f93fd921bf82661a54a9ce738c659dbf41eefa6dff00b120095f5,"","","","",0,CASE,"",""
cp.icr.io,cp/cp4waiops/ir-ui-api,"",sha256:51fa58bd89bf779fba13fe5dcac589d9b67322937a6d339d2146e161a4f4fc0b,"","","","",0,CASE,"",""
cp.icr.io,cp/cp4waiops/ir-ui-content,"",sha256:3271916af51024b042191bb9ec8919989ab5fef690ebad09013b9fe2df97f5d3,"","","","",0,CASE,"",""
cp.icr.io,cp/cp4waiops/ir-ui-content,"",sha256:85bac660d2cae937bc82be9438ae61380474b169fd610a8e2d77f9d79c0e573f,"","","","",0,CASE,"",""
cp.icr.io,cp/cp4waiops/ir-ui-server,"",sha256:2b142e0952acce9adc436263c9d29d8a7271a77b17518cc3fc980e481da901ea,"","","","",0,CASE,"",""
cp.icr.io,cp/cp4waiops/ir-ui-server,"",sha256:f31310a80beb25e4cdba0fcdb9ca4a00677e4a49819775e856948a0b558d4a20,"","","","",0,CASE,"",""
cp.icr.io,cp/cp4waiops/ui-bundle-api,"",sha256:10b8245c880456a8409d4775d03d624c5e2be7b6be564f0f55416a1571ebaeb5,"","","","",0,CASE,"",""
cp.icr.io,cp/cp4waiops/ui-bundle-api,"",sha256:e813e9d58737b8598baf29643250f22f4672436ff1a363b268f13c8d586e3936,"","","","",0,CASE,"",""
icr.io,cpopen/ibm-cp4waiops-watson-aiops-ui-operator,"",sha256:b1c94908d726071e8f517758a8b609f76d6167a82db7182935c9dbbf144f1a43,"","","","",0,CASE,"",""
icr.io,cpopen/ibm-cp4waiops-watson-aiops-ui-operator,"",sha256:c1406fa85be3065d7e711dd469d1162a2d417e68e460ac2443fa49ae31dd6b03,"","","","",0,CASE,"",""
icr.io,cpopen/ibm-watson-aiops-ui-operator-bundle,"",sha256:aaee622e12e5a8aa6439d1e6c8f0df5d5392841d8e1dde20a5e39177181331cc,"","","","",0,CASE,"",""
icr.io,cpopen/ibm-watson-aiops-ui-operator-bundle,"",sha256:c3e77a9b599d2354917a255de32441443e412ea43a7ab63f18d6d6530e71f435,"","","","",0,CASE,"",""
